"","case","Applicant","Homeownership"
"5139",5139,"indiv","rent"
"5140",5140,"indiv","mortgage"
"5141",5141,"indiv","rent"
"5142",5142,"indiv","mortgage"
"5143",5143,"indiv","own"
"5144",5144,"indiv","mortgage"
"5145",5145,"indiv","own"
"5146",5146,"joint","rent"
"5147",5147,"indiv","mortgage"
"5148",5148,"indiv","rent"
"5149",5149,"indiv","rent"
"5150",5150,"indiv","mortgage"
"5151",5151,"indiv","rent"
"5152",5152,"indiv","rent"
"5153",5153,"indiv","mortgage"
"5154",5154,"indiv","rent"
"5155",5155,"joint","mortgage"
"5156",5156,"indiv","mortgage"
"5157",5157,"indiv","mortgage"
"5158",5158,"indiv","mortgage"
"5159",5159,"indiv","rent"
"5160",5160,"indiv","rent"
"5161",5161,"joint","mortgage"
"5162",5162,"indiv","own"
"5163",5163,"joint","mortgage"
"5164",5164,"indiv","rent"
"5165",5165,"indiv","mortgage"
"5166",5166,"indiv","rent"
"5167",5167,"indiv","rent"
"5168",5168,"indiv","mortgage"
"5169",5169,"indiv","own"
"5170",5170,"indiv","mortgage"
"5171",5171,"indiv","mortgage"
"5172",5172,"indiv","rent"
"5173",5173,"indiv","mortgage"
"5174",5174,"indiv","rent"
"5175",5175,"indiv","mortgage"
"5176",5176,"indiv","rent"
"5177",5177,"indiv","rent"
"5178",5178,"joint","mortgage"
"5179",5179,"indiv","rent"
"5180",5180,"indiv","mortgage"
"5181",5181,"indiv","own"
"5182",5182,"indiv","mortgage"
"5183",5183,"indiv","rent"
"5184",5184,"indiv","rent"
"5185",5185,"indiv","mortgage"
"5186",5186,"indiv","mortgage"
"5187",5187,"indiv","mortgage"
"5188",5188,"indiv","rent"
"5189",5189,"indiv","own"
"5190",5190,"indiv","rent"
"5191",5191,"indiv","mortgage"
"5192",5192,"indiv","mortgage"
"5193",5193,"indiv","own"
"5194",5194,"indiv","mortgage"
"5195",5195,"indiv","rent"
"5196",5196,"indiv","mortgage"
"5197",5197,"indiv","mortgage"
"5198",5198,"indiv","mortgage"
"5199",5199,"joint","rent"
"5200",5200,"indiv","mortgage"
"5201",5201,"indiv","rent"
"5202",5202,"indiv","rent"
"5203",5203,"joint","rent"
"5204",5204,"indiv","rent"
"5205",5205,"joint","mortgage"
"5206",5206,"joint","mortgage"
"5207",5207,"indiv","mortgage"
"5208",5208,"indiv","own"
"5209",5209,"indiv","mortgage"
"5210",5210,"indiv","mortgage"
"5211",5211,"indiv","rent"
"5212",5212,"indiv","rent"
"5213",5213,"indiv","rent"
"5214",5214,"indiv","mortgage"
"5215",5215,"joint","rent"
"5216",5216,"indiv","mortgage"
"5217",5217,"indiv","mortgage"
"5218",5218,"indiv","mortgage"
"5219",5219,"joint","own"
"5220",5220,"indiv","mortgage"
"5221",5221,"indiv","own"
"5222",5222,"indiv","mortgage"
"5223",5223,"indiv","mortgage"
"5224",5224,"indiv","rent"
"5225",5225,"indiv","mortgage"
"5226",5226,"indiv","mortgage"
"5227",5227,"indiv","mortgage"
"5228",5228,"indiv","own"
"5229",5229,"indiv","mortgage"
"5230",5230,"indiv","mortgage"
"5231",5231,"indiv","rent"
"5232",5232,"indiv","mortgage"
"5233",5233,"joint","mortgage"
"5234",5234,"indiv","mortgage"
"5235",5235,"indiv","mortgage"
"5236",5236,"indiv","mortgage"
"5237",5237,"indiv","own"
"5238",5238,"indiv","mortgage"
"5239",5239,"indiv","mortgage"
"5240",5240,"indiv","mortgage"
"5241",5241,"joint","mortgage"
"5242",5242,"indiv","rent"
"5243",5243,"joint","mortgage"
"5244",5244,"indiv","rent"
"5245",5245,"joint","rent"
"5246",5246,"indiv","mortgage"
"5247",5247,"indiv","rent"
"5248",5248,"indiv","rent"
"5249",5249,"joint","mortgage"
"5250",5250,"indiv","rent"
"5251",5251,"indiv","rent"
"5252",5252,"indiv","rent"
"5253",5253,"indiv","mortgage"
"5254",5254,"indiv","rent"
"5255",5255,"joint","own"
"5256",5256,"joint","own"
"5257",5257,"indiv","rent"
"5258",5258,"indiv","mortgage"
"5259",5259,"indiv","own"
"5260",5260,"indiv","own"
"5261",5261,"indiv","own"
"5262",5262,"joint","mortgage"
"5263",5263,"indiv","rent"
"5264",5264,"indiv","mortgage"
"5265",5265,"joint","rent"
"5266",5266,"indiv","mortgage"
"5267",5267,"indiv","mortgage"
"5268",5268,"joint","mortgage"
"5269",5269,"indiv","rent"
"5270",5270,"joint","own"
"5271",5271,"indiv","rent"
"5272",5272,"indiv","mortgage"
"5273",5273,"joint","mortgage"
"5274",5274,"indiv","rent"
"5275",5275,"indiv","mortgage"
"5276",5276,"indiv","mortgage"
"5277",5277,"indiv","mortgage"
"5278",5278,"indiv","mortgage"
"5279",5279,"joint","mortgage"
"5280",5280,"indiv","own"
"5281",5281,"indiv","rent"
"5282",5282,"indiv","mortgage"
"5283",5283,"indiv","mortgage"
"5284",5284,"indiv","own"
"5285",5285,"indiv","rent"
"5286",5286,"indiv","rent"
"5287",5287,"indiv","mortgage"
"5288",5288,"indiv","mortgage"
"5289",5289,"indiv","rent"
"5290",5290,"indiv","own"
"5291",5291,"indiv","mortgage"
"5292",5292,"indiv","rent"
"5293",5293,"indiv","mortgage"
"5294",5294,"indiv","rent"
"5295",5295,"indiv","rent"
"5296",5296,"indiv","rent"
"5297",5297,"indiv","rent"
"5298",5298,"indiv","mortgage"
"5299",5299,"indiv","rent"
"5300",5300,"indiv","rent"
"5301",5301,"indiv","mortgage"
"5302",5302,"indiv","rent"
"5303",5303,"joint","mortgage"
"5304",5304,"indiv","own"
"5305",5305,"indiv","mortgage"
"5306",5306,"indiv","rent"
"5307",5307,"indiv","mortgage"
"5308",5308,"indiv","mortgage"
"5309",5309,"indiv","rent"
"5310",5310,"indiv","rent"
"5311",5311,"indiv","mortgage"
"5312",5312,"joint","mortgage"
"5313",5313,"indiv","mortgage"
"5314",5314,"indiv","mortgage"
"5315",5315,"indiv","mortgage"
"5316",5316,"indiv","mortgage"
"5317",5317,"indiv","rent"
"5318",5318,"indiv","mortgage"
"5319",5319,"indiv","mortgage"
"5320",5320,"indiv","rent"
"5321",5321,"indiv","rent"
"5322",5322,"joint","mortgage"
"5323",5323,"indiv","rent"
"5324",5324,"indiv","mortgage"
"5325",5325,"indiv","mortgage"
"5326",5326,"indiv","mortgage"
"5327",5327,"indiv","mortgage"
"5328",5328,"indiv","rent"
"5329",5329,"indiv","rent"
"5330",5330,"indiv","mortgage"
"5331",5331,"indiv","mortgage"
"5332",5332,"indiv","mortgage"
"5333",5333,"indiv","mortgage"
"5334",5334,"indiv","own"
"5335",5335,"indiv","own"
"5336",5336,"indiv","mortgage"
"5337",5337,"indiv","rent"
"5338",5338,"indiv","own"
"5339",5339,"joint","rent"
"5340",5340,"indiv","own"
"5341",5341,"indiv","rent"
"5342",5342,"indiv","rent"
"5343",5343,"indiv","own"
"5344",5344,"indiv","mortgage"
"5345",5345,"indiv","rent"
"5346",5346,"indiv","own"
"5347",5347,"joint","mortgage"
"5348",5348,"indiv","rent"
"5349",5349,"indiv","own"
"5350",5350,"indiv","rent"
"5351",5351,"indiv","rent"
"5352",5352,"indiv","own"
"5353",5353,"indiv","mortgage"
"5354",5354,"indiv","rent"
"5355",5355,"indiv","rent"
"5356",5356,"indiv","own"
"5357",5357,"indiv","mortgage"
"5358",5358,"indiv","own"
"5359",5359,"joint","own"
"5360",5360,"indiv","mortgage"
"5361",5361,"joint","mortgage"
"5362",5362,"indiv","mortgage"
"5363",5363,"indiv","mortgage"
"5364",5364,"indiv","mortgage"
"5365",5365,"indiv","mortgage"
"5366",5366,"indiv","rent"
"5367",5367,"indiv","own"
"5368",5368,"indiv","mortgage"
"5369",5369,"indiv","rent"
"5370",5370,"indiv","mortgage"
"5371",5371,"indiv","mortgage"
"5372",5372,"indiv","own"
"5373",5373,"indiv","mortgage"
"5374",5374,"indiv","mortgage"
"5375",5375,"indiv","mortgage"
"5376",5376,"indiv","rent"
"5377",5377,"indiv","rent"
"5378",5378,"joint","mortgage"
"5379",5379,"indiv","mortgage"
"5380",5380,"indiv","rent"
"5381",5381,"indiv","own"
"5382",5382,"indiv","mortgage"
"5383",5383,"indiv","rent"
"5384",5384,"joint","own"
"5385",5385,"joint","rent"
"5386",5386,"indiv","rent"
"5387",5387,"indiv","rent"
"5388",5388,"indiv","rent"
"5389",5389,"joint","mortgage"
"5390",5390,"indiv","mortgage"
"5391",5391,"joint","own"
"5392",5392,"joint","mortgage"
"5393",5393,"indiv","rent"
"5394",5394,"indiv","mortgage"
"5395",5395,"indiv","rent"
"5396",5396,"indiv","own"
"5397",5397,"indiv","own"
"5398",5398,"joint","mortgage"
"5399",5399,"indiv","mortgage"
"5400",5400,"indiv","rent"
"5401",5401,"indiv","mortgage"
"5402",5402,"indiv","mortgage"
"5403",5403,"indiv","rent"
"5404",5404,"indiv","rent"
"5405",5405,"indiv","mortgage"
"5406",5406,"indiv","mortgage"
"5407",5407,"joint","rent"
"5408",5408,"indiv","rent"
"5409",5409,"joint","mortgage"
"5410",5410,"indiv","rent"
"5411",5411,"indiv","rent"
"5412",5412,"joint","mortgage"
"5413",5413,"indiv","mortgage"
"5414",5414,"joint","mortgage"
"5415",5415,"indiv","mortgage"
"5416",5416,"indiv","mortgage"
"5417",5417,"indiv","mortgage"
"5418",5418,"indiv","mortgage"
"5419",5419,"indiv","own"
"5420",5420,"indiv","rent"
"5421",5421,"indiv","own"
"5422",5422,"indiv","mortgage"
"5423",5423,"indiv","own"
"5424",5424,"indiv","mortgage"
"5425",5425,"indiv","rent"
"5426",5426,"indiv","rent"
"5427",5427,"indiv","mortgage"
"5428",5428,"joint","mortgage"
"5429",5429,"indiv","rent"
"5430",5430,"indiv","own"
"5431",5431,"joint","rent"
"5432",5432,"indiv","mortgage"
"5433",5433,"indiv","rent"
"5434",5434,"joint","rent"
"5435",5435,"indiv","rent"
"5436",5436,"indiv","mortgage"
"5437",5437,"joint","mortgage"
"5438",5438,"joint","mortgage"
"5439",5439,"indiv","own"
"5440",5440,"joint","mortgage"
"5441",5441,"joint","mortgage"
"5442",5442,"indiv","rent"
"5443",5443,"indiv","rent"
"5444",5444,"indiv","mortgage"
"5445",5445,"indiv","mortgage"
"5446",5446,"indiv","mortgage"
"5447",5447,"indiv","rent"
"5448",5448,"indiv","rent"
"5449",5449,"indiv","mortgage"
"5450",5450,"indiv","rent"
"5451",5451,"joint","own"
"5452",5452,"joint","own"
"5453",5453,"indiv","mortgage"
"5454",5454,"indiv","rent"
"5455",5455,"indiv","rent"
"5456",5456,"indiv","mortgage"
"5457",5457,"indiv","rent"
"5458",5458,"indiv","mortgage"
"5459",5459,"joint","mortgage"
"5460",5460,"indiv","rent"
"5461",5461,"indiv","own"
"5462",5462,"indiv","mortgage"
"5463",5463,"indiv","rent"
"5464",5464,"indiv","own"
"5465",5465,"indiv","rent"
"5466",5466,"indiv","rent"
"5467",5467,"indiv","rent"
"5468",5468,"indiv","mortgage"
"5469",5469,"indiv","mortgage"
"5470",5470,"indiv","own"
"5471",5471,"indiv","rent"
"5472",5472,"joint","mortgage"
"5473",5473,"indiv","own"
"5474",5474,"joint","mortgage"
"5475",5475,"joint","mortgage"
"5476",5476,"indiv","mortgage"
"5477",5477,"joint","rent"
"5478",5478,"joint","mortgage"
"5479",5479,"indiv","rent"
"5480",5480,"joint","mortgage"
"5481",5481,"indiv","own"
"5482",5482,"indiv","mortgage"
"5483",5483,"indiv","rent"
"5484",5484,"indiv","mortgage"
"5485",5485,"joint","mortgage"
"5486",5486,"indiv","rent"
"5487",5487,"joint","own"
"5488",5488,"joint","own"
"5489",5489,"indiv","mortgage"
"5490",5490,"indiv","mortgage"
"5491",5491,"indiv","rent"
"5492",5492,"indiv","mortgage"
"5493",5493,"indiv","rent"
"5494",5494,"indiv","rent"
"5495",5495,"indiv","rent"
"5496",5496,"indiv","own"
"5497",5497,"indiv","own"
"5498",5498,"indiv","rent"
"5499",5499,"indiv","mortgage"
"5500",5500,"indiv","rent"
"5501",5501,"indiv","mortgage"
"5502",5502,"indiv","mortgage"
"5503",5503,"indiv","rent"
"5504",5504,"joint","mortgage"
"5505",5505,"joint","mortgage"
"5506",5506,"indiv","rent"
"5507",5507,"joint","mortgage"
"5508",5508,"indiv","rent"
"5509",5509,"indiv","rent"
"5510",5510,"indiv","mortgage"
"5511",5511,"joint","mortgage"
"5512",5512,"indiv","own"
"5513",5513,"indiv","rent"
"5514",5514,"indiv","rent"
"5515",5515,"indiv","rent"
"5516",5516,"indiv","rent"
"5517",5517,"indiv","rent"
"5518",5518,"joint","rent"
"5519",5519,"indiv","rent"
"5520",5520,"indiv","rent"
"5521",5521,"indiv","own"
"5522",5522,"joint","own"
"5523",5523,"indiv","rent"
"5524",5524,"indiv","mortgage"
"5525",5525,"indiv","mortgage"
"5526",5526,"indiv","mortgage"
"5527",5527,"indiv","mortgage"
"5528",5528,"joint","mortgage"
"5529",5529,"indiv","rent"
"5530",5530,"indiv","mortgage"
"5531",5531,"indiv","rent"
"5532",5532,"indiv","rent"
"5533",5533,"indiv","rent"
"5534",5534,"indiv","own"
"5535",5535,"indiv","mortgage"
"5536",5536,"indiv","mortgage"
"5537",5537,"indiv","mortgage"
"5538",5538,"indiv","mortgage"
"5539",5539,"indiv","rent"
"5540",5540,"indiv","mortgage"
"5541",5541,"indiv","mortgage"
"5542",5542,"indiv","own"
"5543",5543,"joint","mortgage"
"5544",5544,"indiv","rent"
"5545",5545,"indiv","rent"
"5546",5546,"indiv","mortgage"
"5547",5547,"indiv","own"
"5548",5548,"indiv","mortgage"
"5549",5549,"joint","mortgage"
"5550",5550,"indiv","rent"
"5551",5551,"indiv","rent"
"5552",5552,"indiv","rent"
"5553",5553,"indiv","own"
"5554",5554,"indiv","mortgage"
"5555",5555,"indiv","rent"
"5556",5556,"indiv","mortgage"
"5557",5557,"indiv","mortgage"
"5558",5558,"indiv","mortgage"
"5559",5559,"joint","mortgage"
"5560",5560,"joint","rent"
"5561",5561,"indiv","mortgage"
"5562",5562,"indiv","own"
"5563",5563,"indiv","mortgage"
"5564",5564,"indiv","own"
"5565",5565,"joint","mortgage"
"5566",5566,"joint","mortgage"
"5567",5567,"indiv","mortgage"
"5568",5568,"indiv","rent"
"5569",5569,"indiv","rent"
"5570",5570,"indiv","own"
"5571",5571,"joint","mortgage"
"5572",5572,"indiv","rent"
"5573",5573,"indiv","rent"
"5574",5574,"indiv","rent"
"5575",5575,"indiv","own"
"5576",5576,"indiv","mortgage"
"5577",5577,"joint","mortgage"
"5578",5578,"indiv","mortgage"
"5579",5579,"indiv","rent"
"5580",5580,"indiv","mortgage"
"5581",5581,"indiv","rent"
"5582",5582,"indiv","mortgage"
"5583",5583,"indiv","rent"
"5584",5584,"joint","mortgage"
"5585",5585,"indiv","own"
"5586",5586,"indiv","rent"
"5587",5587,"indiv","mortgage"
"5588",5588,"indiv","rent"
"5589",5589,"indiv","rent"
"5590",5590,"indiv","mortgage"
"5591",5591,"indiv","rent"
"5592",5592,"joint","rent"
"5593",5593,"indiv","own"
"5594",5594,"joint","own"
"5595",5595,"indiv","rent"
"5596",5596,"indiv","own"
"5597",5597,"indiv","rent"
"5598",5598,"indiv","mortgage"
"5599",5599,"joint","mortgage"
"5600",5600,"indiv","rent"
"5601",5601,"indiv","rent"
"5602",5602,"indiv","rent"
"5603",5603,"joint","mortgage"
"5604",5604,"joint","rent"
"5605",5605,"indiv","rent"
"5606",5606,"indiv","rent"
"5607",5607,"indiv","mortgage"
"5608",5608,"indiv","own"
"5609",5609,"indiv","mortgage"
"5610",5610,"indiv","mortgage"
"5611",5611,"indiv","mortgage"
"5612",5612,"indiv","rent"
"5613",5613,"indiv","rent"
"5614",5614,"indiv","rent"
"5615",5615,"indiv","own"
"5616",5616,"indiv","rent"
"5617",5617,"indiv","rent"
"5618",5618,"indiv","mortgage"
"5619",5619,"indiv","mortgage"
"5620",5620,"indiv","rent"
"5621",5621,"indiv","rent"
"5622",5622,"indiv","mortgage"
"5623",5623,"indiv","own"
"5624",5624,"joint","rent"
"5625",5625,"indiv","rent"
"5626",5626,"indiv","rent"
"5627",5627,"indiv","rent"
"5628",5628,"joint","mortgage"
"5629",5629,"indiv","mortgage"
"5630",5630,"indiv","rent"
"5631",5631,"indiv","mortgage"
"5632",5632,"joint","mortgage"
"5633",5633,"indiv","rent"
"5634",5634,"indiv","rent"
"5635",5635,"indiv","rent"
"5636",5636,"indiv","rent"
"5637",5637,"indiv","rent"
"5638",5638,"indiv","mortgage"
"5639",5639,"indiv","rent"
"5640",5640,"joint","rent"
"5641",5641,"indiv","rent"
"5642",5642,"joint","rent"
"5643",5643,"indiv","mortgage"
"5644",5644,"indiv","rent"
"5645",5645,"indiv","mortgage"
"5646",5646,"indiv","mortgage"
"5647",5647,"indiv","mortgage"
"5648",5648,"indiv","mortgage"
"5649",5649,"indiv","mortgage"
"5650",5650,"joint","mortgage"
"5651",5651,"indiv","rent"
"5652",5652,"indiv","rent"
"5653",5653,"joint","mortgage"
"5654",5654,"joint","mortgage"
"5655",5655,"indiv","rent"
"5656",5656,"indiv","own"
"5657",5657,"joint","mortgage"
"5658",5658,"indiv","mortgage"
"5659",5659,"joint","mortgage"
"5660",5660,"indiv","mortgage"
"5661",5661,"indiv","mortgage"
"5662",5662,"joint","mortgage"
"5663",5663,"indiv","rent"
"5664",5664,"indiv","rent"
"5665",5665,"indiv","rent"
"5666",5666,"indiv","rent"
"5667",5667,"indiv","mortgage"
"5668",5668,"indiv","mortgage"
"5669",5669,"joint","rent"
"5670",5670,"indiv","mortgage"
"5671",5671,"indiv","mortgage"
"5672",5672,"joint","rent"
"5673",5673,"indiv","rent"
"5674",5674,"indiv","rent"
"5675",5675,"indiv","rent"
"5676",5676,"indiv","mortgage"
"5677",5677,"indiv","rent"
"5678",5678,"indiv","mortgage"
"5679",5679,"indiv","mortgage"
"5680",5680,"indiv","rent"
"5681",5681,"indiv","mortgage"
"5682",5682,"indiv","mortgage"
"5683",5683,"indiv","mortgage"
"5684",5684,"joint","mortgage"
"5685",5685,"indiv","mortgage"
"5686",5686,"indiv","own"
"5687",5687,"indiv","mortgage"
"5688",5688,"indiv","rent"
"5689",5689,"joint","mortgage"
"5690",5690,"joint","own"
"5691",5691,"indiv","mortgage"
"5692",5692,"indiv","own"
"5693",5693,"indiv","mortgage"
"5694",5694,"indiv","rent"
"5695",5695,"joint","rent"
"5696",5696,"indiv","rent"
"5697",5697,"indiv","rent"
"5698",5698,"joint","mortgage"
"5699",5699,"indiv","rent"
"5700",5700,"indiv","own"
"5701",5701,"indiv","rent"
"5702",5702,"indiv","mortgage"
"5703",5703,"joint","rent"
"5704",5704,"indiv","rent"
"5705",5705,"indiv","rent"
"5706",5706,"indiv","mortgage"
"5707",5707,"indiv","mortgage"
"5708",5708,"indiv","rent"
"5709",5709,"indiv","mortgage"
"5710",5710,"joint","own"
"5711",5711,"indiv","rent"
"5712",5712,"indiv","rent"
"5713",5713,"indiv","rent"
"5714",5714,"indiv","rent"
"5715",5715,"joint","mortgage"
"5716",5716,"joint","mortgage"
"5717",5717,"indiv","rent"
"5718",5718,"indiv","rent"
"5719",5719,"indiv","rent"
"5720",5720,"indiv","rent"
"5721",5721,"indiv","mortgage"
"5722",5722,"joint","mortgage"
"5723",5723,"indiv","rent"
"5724",5724,"indiv","mortgage"
"5725",5725,"indiv","own"
"5726",5726,"indiv","mortgage"
"5727",5727,"indiv","own"
"5728",5728,"indiv","mortgage"
"5729",5729,"indiv","mortgage"
"5730",5730,"indiv","rent"
"5731",5731,"indiv","rent"
"5732",5732,"indiv","own"
"5733",5733,"indiv","mortgage"
"5734",5734,"joint","mortgage"
"5735",5735,"joint","mortgage"
"5736",5736,"indiv","rent"
"5737",5737,"indiv","rent"
"5738",5738,"indiv","rent"
"5739",5739,"indiv","rent"
"5740",5740,"indiv","rent"
"5741",5741,"indiv","own"
"5742",5742,"indiv","rent"
"5743",5743,"indiv","mortgage"
"5744",5744,"indiv","mortgage"
"5745",5745,"indiv","mortgage"
"5746",5746,"indiv","mortgage"
"5747",5747,"indiv","rent"
"5748",5748,"indiv","mortgage"
"5749",5749,"indiv","own"
"5750",5750,"indiv","mortgage"
"5751",5751,"joint","mortgage"
"5752",5752,"indiv","rent"
"5753",5753,"joint","mortgage"
"5754",5754,"indiv","rent"
"5755",5755,"indiv","mortgage"
"5756",5756,"indiv","mortgage"
"5757",5757,"indiv","mortgage"
"5758",5758,"indiv","rent"
"5759",5759,"indiv","rent"
"5760",5760,"indiv","rent"
"5761",5761,"indiv","rent"
"5762",5762,"indiv","mortgage"
"5763",5763,"indiv","own"
"5764",5764,"indiv","mortgage"
"5765",5765,"indiv","own"
"5766",5766,"joint","mortgage"
"5767",5767,"indiv","rent"
"5768",5768,"joint","own"
"5769",5769,"indiv","own"
"5770",5770,"indiv","rent"
"5771",5771,"indiv","rent"
"5772",5772,"joint","mortgage"
"5773",5773,"indiv","rent"
"5774",5774,"joint","rent"
"5775",5775,"joint","mortgage"
"5776",5776,"joint","rent"
"5777",5777,"joint","own"
"5778",5778,"indiv","rent"
"5779",5779,"indiv","rent"
"5780",5780,"indiv","rent"
"5781",5781,"indiv","rent"
"5782",5782,"indiv","rent"
"5783",5783,"indiv","rent"
"5784",5784,"indiv","own"
"5785",5785,"indiv","rent"
"5786",5786,"indiv","mortgage"
"5787",5787,"joint","rent"
"5788",5788,"indiv","rent"
"5789",5789,"indiv","mortgage"
"5790",5790,"indiv","mortgage"
"5791",5791,"indiv","own"
"5792",5792,"indiv","own"
"5793",5793,"indiv","rent"
"5794",5794,"joint","mortgage"
"5795",5795,"indiv","rent"
"5796",5796,"joint","rent"
"5797",5797,"indiv","own"
"5798",5798,"indiv","own"
"5799",5799,"indiv","mortgage"
"5800",5800,"indiv","rent"
"5801",5801,"indiv","mortgage"
"5802",5802,"indiv","mortgage"
"5803",5803,"indiv","rent"
"5804",5804,"indiv","rent"
"5805",5805,"joint","mortgage"
"5806",5806,"indiv","rent"
"5807",5807,"indiv","mortgage"
"5808",5808,"joint","mortgage"
"5809",5809,"indiv","mortgage"
"5810",5810,"indiv","own"
"5811",5811,"indiv","mortgage"
"5812",5812,"indiv","mortgage"
"5813",5813,"joint","rent"
"5814",5814,"indiv","mortgage"
"5815",5815,"indiv","own"
"5816",5816,"joint","rent"
"5817",5817,"indiv","own"
"5818",5818,"indiv","mortgage"
"5819",5819,"indiv","rent"
"5820",5820,"indiv","rent"
"5821",5821,"joint","rent"
"5822",5822,"joint","mortgage"
"5823",5823,"indiv","rent"
"5824",5824,"indiv","mortgage"
"5825",5825,"indiv","rent"
"5826",5826,"indiv","rent"
"5827",5827,"indiv","mortgage"
"5828",5828,"indiv","rent"
"5829",5829,"indiv","rent"
"5830",5830,"indiv","own"
"5831",5831,"indiv","mortgage"
"5832",5832,"indiv","own"
"5833",5833,"indiv","mortgage"
"5834",5834,"indiv","mortgage"
"5835",5835,"indiv","mortgage"
"5836",5836,"joint","mortgage"
"5837",5837,"indiv","own"
"5838",5838,"indiv","mortgage"
"5839",5839,"joint","mortgage"
"5840",5840,"indiv","own"
"5841",5841,"indiv","rent"
"5842",5842,"indiv","rent"
"5843",5843,"indiv","mortgage"
"5844",5844,"indiv","rent"
"5845",5845,"indiv","rent"
"5846",5846,"indiv","mortgage"
"5847",5847,"indiv","mortgage"
"5848",5848,"indiv","mortgage"
"5849",5849,"indiv","rent"
"5850",5850,"indiv","mortgage"
"5851",5851,"indiv","rent"
"5852",5852,"indiv","mortgage"
"5853",5853,"joint","mortgage"
"5854",5854,"indiv","rent"
"5855",5855,"indiv","mortgage"
"5856",5856,"indiv","own"
"5857",5857,"indiv","rent"
"5858",5858,"indiv","own"
"5859",5859,"indiv","rent"
"5860",5860,"indiv","mortgage"
"5861",5861,"indiv","rent"
"5862",5862,"indiv","mortgage"
"5863",5863,"indiv","own"
"5864",5864,"indiv","own"
"5865",5865,"indiv","own"
"5866",5866,"indiv","rent"
"5867",5867,"indiv","mortgage"
"5868",5868,"indiv","mortgage"
"5869",5869,"indiv","mortgage"
"5870",5870,"indiv","rent"
"5871",5871,"indiv","mortgage"
"5872",5872,"indiv","rent"
"5873",5873,"joint","mortgage"
"5874",5874,"indiv","own"
"5875",5875,"indiv","rent"
"5876",5876,"indiv","mortgage"
"5877",5877,"indiv","mortgage"
"5878",5878,"indiv","rent"
"5879",5879,"indiv","mortgage"
"5880",5880,"indiv","rent"
"5881",5881,"indiv","rent"
"5882",5882,"indiv","own"
"5883",5883,"indiv","rent"
"5884",5884,"indiv","own"
"5885",5885,"indiv","mortgage"
"5886",5886,"indiv","rent"
"5887",5887,"indiv","rent"
"5888",5888,"indiv","rent"
"5889",5889,"indiv","mortgage"
"5890",5890,"indiv","mortgage"
"5891",5891,"indiv","mortgage"
"5892",5892,"indiv","rent"
"5893",5893,"indiv","rent"
"5894",5894,"indiv","rent"
"5895",5895,"indiv","mortgage"
"5896",5896,"indiv","mortgage"
"5897",5897,"indiv","rent"
"5898",5898,"indiv","mortgage"
"5899",5899,"indiv","rent"
"5900",5900,"indiv","mortgage"
"5901",5901,"joint","mortgage"
"5902",5902,"indiv","rent"
"5903",5903,"indiv","rent"
"5904",5904,"indiv","rent"
"5905",5905,"indiv","mortgage"
"5906",5906,"indiv","own"
"5907",5907,"indiv","mortgage"
"5908",5908,"indiv","rent"
"5909",5909,"indiv","rent"
"5910",5910,"indiv","mortgage"
"5911",5911,"indiv","mortgage"
"5912",5912,"indiv","mortgage"
"5913",5913,"joint","mortgage"
"5914",5914,"indiv","rent"
"5915",5915,"indiv","mortgage"
"5916",5916,"indiv","rent"
"5917",5917,"indiv","rent"
"5918",5918,"indiv","mortgage"
"5919",5919,"indiv","mortgage"
"5920",5920,"indiv","mortgage"
"5921",5921,"indiv","mortgage"
"5922",5922,"indiv","mortgage"
"5923",5923,"indiv","mortgage"
"5924",5924,"joint","mortgage"
"5925",5925,"indiv","own"
"5926",5926,"indiv","rent"
"5927",5927,"indiv","mortgage"
"5928",5928,"indiv","mortgage"
"5929",5929,"indiv","rent"
"5930",5930,"indiv","rent"
"5931",5931,"indiv","own"
"5932",5932,"joint","own"
"5933",5933,"joint","mortgage"
"5934",5934,"indiv","own"
"5935",5935,"indiv","rent"
"5936",5936,"indiv","mortgage"
"5937",5937,"indiv","rent"
"5938",5938,"joint","own"
"5939",5939,"indiv","own"
"5940",5940,"joint","own"
"5941",5941,"indiv","mortgage"
"5942",5942,"joint","own"
"5943",5943,"indiv","mortgage"
"5944",5944,"indiv","rent"
"5945",5945,"indiv","mortgage"
"5946",5946,"indiv","rent"
"5947",5947,"indiv","rent"
"5948",5948,"indiv","mortgage"
"5949",5949,"indiv","rent"
"5950",5950,"indiv","rent"
"5951",5951,"indiv","mortgage"
"5952",5952,"joint","mortgage"
"5953",5953,"indiv","rent"
"5954",5954,"joint","rent"
"5955",5955,"joint","mortgage"
"5956",5956,"indiv","rent"
"5957",5957,"indiv","rent"
"5958",5958,"indiv","rent"
"5959",5959,"indiv","mortgage"
"5960",5960,"indiv","rent"
"5961",5961,"indiv","mortgage"
"5962",5962,"indiv","own"
"5963",5963,"indiv","own"
"5964",5964,"indiv","mortgage"
"5965",5965,"indiv","mortgage"
"5966",5966,"indiv","rent"
"5967",5967,"indiv","rent"
"5968",5968,"indiv","rent"
"5969",5969,"joint","rent"
"5970",5970,"indiv","rent"
"5971",5971,"indiv","mortgage"
"5972",5972,"indiv","mortgage"
"5973",5973,"indiv","mortgage"
"5974",5974,"joint","mortgage"
"5975",5975,"indiv","rent"
"5976",5976,"indiv","mortgage"
"5977",5977,"indiv","own"
"5978",5978,"joint","rent"
"5979",5979,"indiv","mortgage"
"5980",5980,"indiv","mortgage"
