"Applicant" "Homeownership"
"5251" "indiv" "rent"
"5252" "indiv" "rent"
"5253" "indiv" "mortgage"
"5254" "indiv" "rent"
"5255" "joint" "own"
"5256" "joint" "own"
"5257" "indiv" "rent"
"5258" "indiv" "mortgage"
"5259" "indiv" "own"
"5260" "indiv" "own"
"5261" "indiv" "own"
"5262" "joint" "mortgage"
"5263" "indiv" "rent"
"5264" "indiv" "mortgage"
"5265" "joint" "rent"
"5266" "indiv" "mortgage"
"5267" "indiv" "mortgage"
"5268" "joint" "mortgage"
"5269" "indiv" "rent"
"5270" "joint" "own"
"5271" "indiv" "rent"
"5272" "indiv" "mortgage"
"5273" "joint" "mortgage"
"5274" "indiv" "rent"
"5275" "indiv" "mortgage"
"5276" "indiv" "mortgage"
"5277" "indiv" "mortgage"
"5278" "indiv" "mortgage"
"5279" "joint" "mortgage"
"5280" "indiv" "own"
"5281" "indiv" "rent"
"5282" "indiv" "mortgage"
"5283" "indiv" "mortgage"
"5284" "indiv" "own"
"5285" "indiv" "rent"
"5286" "indiv" "rent"
"5287" "indiv" "mortgage"
"5288" "indiv" "mortgage"
"5289" "indiv" "rent"
"5290" "indiv" "own"
"5291" "indiv" "mortgage"
"5292" "indiv" "rent"
"5293" "indiv" "mortgage"
"5294" "indiv" "rent"
"5295" "indiv" "rent"
"5296" "indiv" "rent"
"5297" "indiv" "rent"
"5298" "indiv" "mortgage"
"5299" "indiv" "rent"
"5300" "indiv" "rent"
"5301" "indiv" "mortgage"
"5302" "indiv" "rent"
"5303" "joint" "mortgage"
"5304" "indiv" "own"
"5305" "indiv" "mortgage"
"5306" "indiv" "rent"
"5307" "indiv" "mortgage"
"5308" "indiv" "mortgage"
"5309" "indiv" "rent"
"5310" "indiv" "rent"
"5311" "indiv" "mortgage"
"5312" "joint" "mortgage"
"5313" "indiv" "mortgage"
"5314" "indiv" "mortgage"
"5315" "indiv" "mortgage"
"5316" "indiv" "mortgage"
"5317" "indiv" "rent"
"5318" "indiv" "mortgage"
"5319" "indiv" "mortgage"
"5320" "indiv" "rent"
"5321" "indiv" "rent"
"5322" "joint" "mortgage"
"5323" "indiv" "rent"
"5324" "indiv" "mortgage"
"5325" "indiv" "mortgage"
"5326" "indiv" "mortgage"
"5327" "indiv" "mortgage"
"5328" "indiv" "rent"
"5329" "indiv" "rent"
"5330" "indiv" "mortgage"
"5331" "indiv" "mortgage"
"5332" "indiv" "mortgage"
"5333" "indiv" "mortgage"
"5334" "indiv" "own"
"5335" "indiv" "own"
"5336" "indiv" "mortgage"
"5337" "indiv" "rent"
"5338" "indiv" "own"
"5339" "joint" "rent"
"5340" "indiv" "own"
"5341" "indiv" "rent"
"5342" "indiv" "rent"
"5343" "indiv" "own"
"5344" "indiv" "mortgage"
"5345" "indiv" "rent"
"5346" "indiv" "own"
"5347" "joint" "mortgage"
"5348" "indiv" "rent"
"5349" "indiv" "own"
"5350" "indiv" "rent"
"5351" "indiv" "rent"
"5352" "indiv" "own"
"5353" "indiv" "mortgage"
"5354" "indiv" "rent"
"5355" "indiv" "rent"
"5356" "indiv" "own"
"5357" "indiv" "mortgage"
"5358" "indiv" "own"
"5359" "joint" "own"
"5360" "indiv" "mortgage"
"5361" "joint" "mortgage"
"5362" "indiv" "mortgage"
"5363" "indiv" "mortgage"
"5364" "indiv" "mortgage"
"5365" "indiv" "mortgage"
"5366" "indiv" "rent"
"5367" "indiv" "own"
"5368" "indiv" "mortgage"
"5369" "indiv" "rent"
"5370" "indiv" "mortgage"
"5371" "indiv" "mortgage"
"5372" "indiv" "own"
"5373" "indiv" "mortgage"
"5374" "indiv" "mortgage"
"5375" "indiv" "mortgage"
"5376" "indiv" "rent"
"5377" "indiv" "rent"
"5378" "joint" "mortgage"
"5379" "indiv" "mortgage"
"5380" "indiv" "rent"
"5381" "indiv" "own"
"5382" "indiv" "mortgage"
"5383" "indiv" "rent"
"5384" "joint" "own"
"5385" "joint" "rent"
"5386" "indiv" "rent"
"5387" "indiv" "rent"
"5388" "indiv" "rent"
"5389" "joint" "mortgage"
"5390" "indiv" "mortgage"
"5391" "joint" "own"
"5392" "joint" "mortgage"
"5393" "indiv" "rent"
"5394" "indiv" "mortgage"
"5395" "indiv" "rent"
"5396" "indiv" "own"
"5397" "indiv" "own"
"5398" "joint" "mortgage"
"5399" "indiv" "mortgage"
"5400" "indiv" "rent"
"5401" "indiv" "mortgage"
"5402" "indiv" "mortgage"
"5403" "indiv" "rent"
"5404" "indiv" "rent"
"5405" "indiv" "mortgage"
"5406" "indiv" "mortgage"
"5407" "joint" "rent"
"5408" "indiv" "rent"
"5409" "joint" "mortgage"
"5410" "indiv" "rent"
"5411" "indiv" "rent"
"5412" "joint" "mortgage"
"5413" "indiv" "mortgage"
"5414" "joint" "mortgage"
"5415" "indiv" "mortgage"
"5416" "indiv" "mortgage"
"5417" "indiv" "mortgage"
"5418" "indiv" "mortgage"
"5419" "indiv" "own"
"5420" "indiv" "rent"
"5421" "indiv" "own"
"5422" "indiv" "mortgage"
"5423" "indiv" "own"
"5424" "indiv" "mortgage"
"5425" "indiv" "rent"
"5426" "indiv" "rent"
"5427" "indiv" "mortgage"
"5428" "joint" "mortgage"
"5429" "indiv" "rent"
"5430" "indiv" "own"
"5431" "joint" "rent"
"5432" "indiv" "mortgage"
"5433" "indiv" "rent"
"5434" "joint" "rent"
"5435" "indiv" "rent"
"5436" "indiv" "mortgage"
"5437" "joint" "mortgage"
"5438" "joint" "mortgage"
"5439" "indiv" "own"
"5440" "joint" "mortgage"
"5441" "joint" "mortgage"
"5442" "indiv" "rent"
"5443" "indiv" "rent"
"5444" "indiv" "mortgage"
"5445" "indiv" "mortgage"
"5446" "indiv" "mortgage"
"5447" "indiv" "rent"
"5448" "indiv" "rent"
"5449" "indiv" "mortgage"
"5450" "indiv" "rent"
"5451" "joint" "own"
"5452" "joint" "own"
"5453" "indiv" "mortgage"
"5454" "indiv" "rent"
"5455" "indiv" "rent"
"5456" "indiv" "mortgage"
"5457" "indiv" "rent"
"5458" "indiv" "mortgage"
"5459" "joint" "mortgage"
"5460" "indiv" "rent"
"5461" "indiv" "own"
"5462" "indiv" "mortgage"
"5463" "indiv" "rent"
"5464" "indiv" "own"
"5465" "indiv" "rent"
"5466" "indiv" "rent"
"5467" "indiv" "rent"
"5468" "indiv" "mortgage"
"5469" "indiv" "mortgage"
"5470" "indiv" "own"
"5471" "indiv" "rent"
"5472" "joint" "mortgage"
"5473" "indiv" "own"
"5474" "joint" "mortgage"
"5475" "joint" "mortgage"
"5476" "indiv" "mortgage"
"5477" "joint" "rent"
"5478" "joint" "mortgage"
"5479" "indiv" "rent"
"5480" "joint" "mortgage"
"5481" "indiv" "own"
"5482" "indiv" "mortgage"
"5483" "indiv" "rent"
"5484" "indiv" "mortgage"
"5485" "joint" "mortgage"
"5486" "indiv" "rent"
"5487" "joint" "own"
"5488" "joint" "own"
"5489" "indiv" "mortgage"
"5490" "indiv" "mortgage"
"5491" "indiv" "rent"
"5492" "indiv" "mortgage"
"5493" "indiv" "rent"
"5494" "indiv" "rent"
"5495" "indiv" "rent"
"5496" "indiv" "own"
"5497" "indiv" "own"
"5498" "indiv" "rent"
"5499" "indiv" "mortgage"
"5500" "indiv" "rent"
"5501" "indiv" "mortgage"
"5502" "indiv" "mortgage"
"5503" "indiv" "rent"
"5504" "joint" "mortgage"
"5505" "joint" "mortgage"
"5506" "indiv" "rent"
"5507" "joint" "mortgage"
"5508" "indiv" "rent"
"5509" "indiv" "rent"
"5510" "indiv" "mortgage"
"5511" "joint" "mortgage"
"5512" "indiv" "own"
"5513" "indiv" "rent"
"5514" "indiv" "rent"
"5515" "indiv" "rent"
"5516" "indiv" "rent"
"5517" "indiv" "rent"
"5518" "joint" "rent"
"5519" "indiv" "rent"
"5520" "indiv" "rent"
"5521" "indiv" "own"
"5522" "joint" "own"
"5523" "indiv" "rent"
"5524" "indiv" "mortgage"
"5525" "indiv" "mortgage"
"5526" "indiv" "mortgage"
"5527" "indiv" "mortgage"
"5528" "joint" "mortgage"
"5529" "indiv" "rent"
"5530" "indiv" "mortgage"
"5531" "indiv" "rent"
"5532" "indiv" "rent"
"5533" "indiv" "rent"
"5534" "indiv" "own"
"5535" "indiv" "mortgage"
"5536" "indiv" "mortgage"
"5537" "indiv" "mortgage"
"5538" "indiv" "mortgage"
"5539" "indiv" "rent"
"5540" "indiv" "mortgage"
"5541" "indiv" "mortgage"
"5542" "indiv" "own"
"5543" "joint" "mortgage"
"5544" "indiv" "rent"
"5545" "indiv" "rent"
"5546" "indiv" "mortgage"
"5547" "indiv" "own"
"5548" "indiv" "mortgage"
"5549" "joint" "mortgage"
"5550" "indiv" "rent"
"5551" "indiv" "rent"
"5552" "indiv" "rent"
"5553" "indiv" "own"
"5554" "indiv" "mortgage"
"5555" "indiv" "rent"
"5556" "indiv" "mortgage"
"5557" "indiv" "mortgage"
"5558" "indiv" "mortgage"
"5559" "joint" "mortgage"
"5560" "joint" "rent"
"5561" "indiv" "mortgage"
"5562" "indiv" "own"
"5563" "indiv" "mortgage"
"5564" "indiv" "own"
"5565" "joint" "mortgage"
"5566" "joint" "mortgage"
"5567" "indiv" "mortgage"
"5568" "indiv" "rent"
"5569" "indiv" "rent"
"5570" "indiv" "own"
"5571" "joint" "mortgage"
"5572" "indiv" "rent"
"5573" "indiv" "rent"
"5574" "indiv" "rent"
"5575" "indiv" "own"
"5576" "indiv" "mortgage"
"5577" "joint" "mortgage"
"5578" "indiv" "mortgage"
"5579" "indiv" "rent"
"5580" "indiv" "mortgage"
"5581" "indiv" "rent"
"5582" "indiv" "mortgage"
"5583" "indiv" "rent"
"5584" "joint" "mortgage"
"5585" "indiv" "own"
"5586" "indiv" "rent"
"5587" "indiv" "mortgage"
"5588" "indiv" "rent"
"5589" "indiv" "rent"
"5590" "indiv" "mortgage"
"5591" "indiv" "rent"
"5592" "joint" "rent"
"5593" "indiv" "own"
"5594" "joint" "own"
"5595" "indiv" "rent"
"5596" "indiv" "own"
"5597" "indiv" "rent"
"5598" "indiv" "mortgage"
"5599" "joint" "mortgage"
"5600" "indiv" "rent"
"5601" "indiv" "rent"
"5602" "indiv" "rent"
"5603" "joint" "mortgage"
"5604" "joint" "rent"
"5605" "indiv" "rent"
"5606" "indiv" "rent"
"5607" "indiv" "mortgage"
"5608" "indiv" "own"
"5609" "indiv" "mortgage"
"5610" "indiv" "mortgage"
"5611" "indiv" "mortgage"
"5612" "indiv" "rent"
"5613" "indiv" "rent"
"5614" "indiv" "rent"
"5615" "indiv" "own"
"5616" "indiv" "rent"
"5617" "indiv" "rent"
"5618" "indiv" "mortgage"
"5619" "indiv" "mortgage"
"5620" "indiv" "rent"
"5621" "indiv" "rent"
"5622" "indiv" "mortgage"
"5623" "indiv" "own"
"5624" "joint" "rent"
"5625" "indiv" "rent"
"5626" "indiv" "rent"
"5627" "indiv" "rent"
"5628" "joint" "mortgage"
"5629" "indiv" "mortgage"
"5630" "indiv" "rent"
"5631" "indiv" "mortgage"
"5632" "joint" "mortgage"
"5633" "indiv" "rent"
"5634" "indiv" "rent"
"5635" "indiv" "rent"
"5636" "indiv" "rent"
"5637" "indiv" "rent"
"5638" "indiv" "mortgage"
"5639" "indiv" "rent"
"5640" "joint" "rent"
"5641" "indiv" "rent"
"5642" "joint" "rent"
"5643" "indiv" "mortgage"
"5644" "indiv" "rent"
"5645" "indiv" "mortgage"
"5646" "indiv" "mortgage"
"5647" "indiv" "mortgage"
"5648" "indiv" "mortgage"
"5649" "indiv" "mortgage"
"5650" "joint" "mortgage"
"5651" "indiv" "rent"
"5652" "indiv" "rent"
"5653" "joint" "mortgage"
"5654" "joint" "mortgage"
"5655" "indiv" "rent"
"5656" "indiv" "own"
"5657" "joint" "mortgage"
"5658" "indiv" "mortgage"
"5659" "joint" "mortgage"
"5660" "indiv" "mortgage"
"5661" "indiv" "mortgage"
"5662" "joint" "mortgage"
"5663" "indiv" "rent"
"5664" "indiv" "rent"
"5665" "indiv" "rent"
"5666" "indiv" "rent"
"5667" "indiv" "mortgage"
"5668" "indiv" "mortgage"
"5669" "joint" "rent"
"5670" "indiv" "mortgage"
"5671" "indiv" "mortgage"
"5672" "joint" "rent"
"5673" "indiv" "rent"
"5674" "indiv" "rent"
"5675" "indiv" "rent"
"5676" "indiv" "mortgage"
"5677" "indiv" "rent"
"5678" "indiv" "mortgage"
"5679" "indiv" "mortgage"
"5680" "indiv" "rent"
"5681" "indiv" "mortgage"
"5682" "indiv" "mortgage"
"5683" "indiv" "mortgage"
"5684" "joint" "mortgage"
"5685" "indiv" "mortgage"
"5686" "indiv" "own"
"5687" "indiv" "mortgage"
"5688" "indiv" "rent"
"5689" "joint" "mortgage"
"5690" "joint" "own"
"5691" "indiv" "mortgage"
"5692" "indiv" "own"
"5693" "indiv" "mortgage"
"5694" "indiv" "rent"
"5695" "joint" "rent"
"5696" "indiv" "rent"
"5697" "indiv" "rent"
"5698" "joint" "mortgage"
"5699" "indiv" "rent"
"5700" "indiv" "own"
"5701" "indiv" "rent"
"5702" "indiv" "mortgage"
"5703" "joint" "rent"
"5704" "indiv" "rent"
"5705" "indiv" "rent"
"5706" "indiv" "mortgage"
"5707" "indiv" "mortgage"
"5708" "indiv" "rent"
"5709" "indiv" "mortgage"
"5710" "joint" "own"
"5711" "indiv" "rent"
"5712" "indiv" "rent"
"5713" "indiv" "rent"
"5714" "indiv" "rent"
"5715" "joint" "mortgage"
"5716" "joint" "mortgage"
"5717" "indiv" "rent"
"5718" "indiv" "rent"
"5719" "indiv" "rent"
"5720" "indiv" "rent"
"5721" "indiv" "mortgage"
"5722" "joint" "mortgage"
"5723" "indiv" "rent"
"5724" "indiv" "mortgage"
"5725" "indiv" "own"
"5726" "indiv" "mortgage"
"5727" "indiv" "own"
"5728" "indiv" "mortgage"
"5729" "indiv" "mortgage"
"5730" "indiv" "rent"
"5731" "indiv" "rent"
"5732" "indiv" "own"
"5733" "indiv" "mortgage"
"5734" "joint" "mortgage"
"5735" "joint" "mortgage"
"5736" "indiv" "rent"
"5737" "indiv" "rent"
"5738" "indiv" "rent"
"5739" "indiv" "rent"
"5740" "indiv" "rent"
"5741" "indiv" "own"
"5742" "indiv" "rent"
"5743" "indiv" "mortgage"
"5744" "indiv" "mortgage"
"5745" "indiv" "mortgage"
"5746" "indiv" "mortgage"
"5747" "indiv" "rent"
"5748" "indiv" "mortgage"
"5749" "indiv" "own"
"5750" "indiv" "mortgage"
"5751" "joint" "mortgage"
"5752" "indiv" "rent"
"5753" "joint" "mortgage"
"5754" "indiv" "rent"
"5755" "indiv" "mortgage"
"5756" "indiv" "mortgage"
"5757" "indiv" "mortgage"
"5758" "indiv" "rent"
"5759" "indiv" "rent"
"5760" "indiv" "rent"
"5761" "indiv" "rent"
"5762" "indiv" "mortgage"
"5763" "indiv" "own"
"5764" "indiv" "mortgage"
"5765" "indiv" "own"
"5766" "joint" "mortgage"
"5767" "indiv" "rent"
"5768" "joint" "own"
"5769" "indiv" "own"
"5770" "indiv" "rent"
"5771" "indiv" "rent"
"5772" "joint" "mortgage"
"5773" "indiv" "rent"
"5774" "joint" "rent"
"5775" "joint" "mortgage"
"5776" "joint" "rent"
"5777" "joint" "own"
"5778" "indiv" "rent"
"5779" "indiv" "rent"
"5780" "indiv" "rent"
"5781" "indiv" "rent"
"5782" "indiv" "rent"
"5783" "indiv" "rent"
"5784" "indiv" "own"
"5785" "indiv" "rent"
"5786" "indiv" "mortgage"
"5787" "joint" "rent"
"5788" "indiv" "rent"
"5789" "indiv" "mortgage"
"5790" "indiv" "mortgage"
"5791" "indiv" "own"
"5792" "indiv" "own"
"5793" "indiv" "rent"
"5794" "joint" "mortgage"
"5795" "indiv" "rent"
"5796" "joint" "rent"
"5797" "indiv" "own"
"5798" "indiv" "own"
"5799" "indiv" "mortgage"
"5800" "indiv" "rent"
"5801" "indiv" "mortgage"
"5802" "indiv" "mortgage"
"5803" "indiv" "rent"
"5804" "indiv" "rent"
"5805" "joint" "mortgage"
"5806" "indiv" "rent"
"5807" "indiv" "mortgage"
"5808" "joint" "mortgage"
"5809" "indiv" "mortgage"
"5810" "indiv" "own"
"5811" "indiv" "mortgage"
"5812" "indiv" "mortgage"
"5813" "joint" "rent"
"5814" "indiv" "mortgage"
"5815" "indiv" "own"
"5816" "joint" "rent"
"5817" "indiv" "own"
"5818" "indiv" "mortgage"
"5819" "indiv" "rent"
"5820" "indiv" "rent"
"5821" "joint" "rent"
"5822" "joint" "mortgage"
"5823" "indiv" "rent"
"5824" "indiv" "mortgage"
"5825" "indiv" "rent"
"5826" "indiv" "rent"
"5827" "indiv" "mortgage"
"5828" "indiv" "rent"
"5829" "indiv" "rent"
"5830" "indiv" "own"
"5831" "indiv" "mortgage"
"5832" "indiv" "own"
"5833" "indiv" "mortgage"
"5834" "indiv" "mortgage"
"5835" "indiv" "mortgage"
"5836" "joint" "mortgage"
"5837" "indiv" "own"
"5838" "indiv" "mortgage"
"5839" "joint" "mortgage"
"5840" "indiv" "own"
"5841" "indiv" "rent"
"5842" "indiv" "rent"
"5843" "indiv" "mortgage"
"5844" "indiv" "rent"
"5845" "indiv" "rent"
"5846" "indiv" "mortgage"
"5847" "indiv" "mortgage"
"5848" "indiv" "mortgage"
"5849" "indiv" "rent"
"5850" "indiv" "mortgage"
"5851" "indiv" "rent"
"5852" "indiv" "mortgage"
"5853" "joint" "mortgage"
"5854" "indiv" "rent"
"5855" "indiv" "mortgage"
"5856" "indiv" "own"
"5857" "indiv" "rent"
"5858" "indiv" "own"
"5859" "indiv" "rent"
"5860" "indiv" "mortgage"
"5861" "indiv" "rent"
"5862" "indiv" "mortgage"
"5863" "indiv" "own"
"5864" "indiv" "own"
"5865" "indiv" "own"
"5866" "indiv" "rent"
"5867" "indiv" "mortgage"
"5868" "indiv" "mortgage"
"5869" "indiv" "mortgage"
"5870" "indiv" "rent"
"5871" "indiv" "mortgage"
"5872" "indiv" "rent"
"5873" "joint" "mortgage"
"5874" "indiv" "own"
"5875" "indiv" "rent"
"5876" "indiv" "mortgage"
"5877" "indiv" "mortgage"
"5878" "indiv" "rent"
"5879" "indiv" "mortgage"
"5880" "indiv" "rent"
"5881" "indiv" "rent"
"5882" "indiv" "own"
"5883" "indiv" "rent"
"5884" "indiv" "own"
"5885" "indiv" "mortgage"
"5886" "indiv" "rent"
"5887" "indiv" "rent"
"5888" "indiv" "rent"
"5889" "indiv" "mortgage"
"5890" "indiv" "mortgage"
"5891" "indiv" "mortgage"
"5892" "indiv" "rent"
"5893" "indiv" "rent"
"5894" "indiv" "rent"
"5895" "indiv" "mortgage"
"5896" "indiv" "mortgage"
"5897" "indiv" "rent"
"5898" "indiv" "mortgage"
"5899" "indiv" "rent"
"5900" "indiv" "mortgage"
"5901" "joint" "mortgage"
"5902" "indiv" "rent"
"5903" "indiv" "rent"
"5904" "indiv" "rent"
"5905" "indiv" "mortgage"
"5906" "indiv" "own"
"5907" "indiv" "mortgage"
"5908" "indiv" "rent"
"5909" "indiv" "rent"
"5910" "indiv" "mortgage"
"5911" "indiv" "mortgage"
"5912" "indiv" "mortgage"
"5913" "joint" "mortgage"
"5914" "indiv" "rent"
"5915" "indiv" "mortgage"
"5916" "indiv" "rent"
"5917" "indiv" "rent"
"5918" "indiv" "mortgage"
"5919" "indiv" "mortgage"
"5920" "indiv" "mortgage"
"5921" "indiv" "mortgage"
"5922" "indiv" "mortgage"
"5923" "indiv" "mortgage"
"5924" "joint" "mortgage"
"5925" "indiv" "own"
"5926" "indiv" "rent"
"5927" "indiv" "mortgage"
"5928" "indiv" "mortgage"
"5929" "indiv" "rent"
"5930" "indiv" "rent"
"5931" "indiv" "own"
"5932" "joint" "own"
"5933" "joint" "mortgage"
"5934" "indiv" "own"
"5935" "indiv" "rent"
"5936" "indiv" "mortgage"
"5937" "indiv" "rent"
"5938" "joint" "own"
"5939" "indiv" "own"
"5940" "joint" "own"
"5941" "indiv" "mortgage"
"5942" "joint" "own"
"5943" "indiv" "mortgage"
"5944" "indiv" "rent"
"5945" "indiv" "mortgage"
"5946" "indiv" "rent"
"5947" "indiv" "rent"
"5948" "indiv" "mortgage"
"5949" "indiv" "rent"
"5950" "indiv" "rent"
"5951" "indiv" "mortgage"
"5952" "joint" "mortgage"
"5953" "indiv" "rent"
"5954" "joint" "rent"
"5955" "joint" "mortgage"
"5956" "indiv" "rent"
"5957" "indiv" "rent"
"5958" "indiv" "rent"
"5959" "indiv" "mortgage"
"5960" "indiv" "rent"
"5961" "indiv" "mortgage"
"5962" "indiv" "own"
"5963" "indiv" "own"
"5964" "indiv" "mortgage"
"5965" "indiv" "mortgage"
"5966" "indiv" "rent"
"5967" "indiv" "rent"
"5968" "indiv" "rent"
"5969" "joint" "rent"
"5970" "indiv" "rent"
"5971" "indiv" "mortgage"
"5972" "indiv" "mortgage"
"5973" "indiv" "mortgage"
"5974" "joint" "mortgage"
"5975" "indiv" "rent"
"5976" "indiv" "mortgage"
"5977" "indiv" "own"
"5978" "joint" "rent"
"5979" "indiv" "mortgage"
"5980" "indiv" "mortgage"
"5981" "indiv" "rent"
"5982" "indiv" "mortgage"
"5983" "indiv" "mortgage"
"5984" "joint" "own"
"5985" "indiv" "mortgage"
"5986" "indiv" "rent"
"5987" "indiv" "mortgage"
"5988" "indiv" "mortgage"
"5989" "indiv" "mortgage"
"5990" "indiv" "mortgage"
"5991" "indiv" "rent"
"5992" "indiv" "mortgage"
"5993" "joint" "mortgage"
"5994" "indiv" "mortgage"
"5995" "joint" "mortgage"
"5996" "indiv" "rent"
"5997" "indiv" "mortgage"
"5998" "indiv" "mortgage"
"5999" "indiv" "rent"
"6000" "indiv" "mortgage"
"6001" "indiv" "mortgage"
"6002" "joint" "mortgage"
"6003" "indiv" "rent"
"6004" "indiv" "rent"
"6005" "indiv" "mortgage"
"6006" "indiv" "rent"
"6007" "indiv" "rent"
"6008" "indiv" "own"
"6009" "indiv" "mortgage"
"6010" "indiv" "mortgage"
"6011" "joint" "own"
"6012" "joint" "mortgage"
"6013" "indiv" "rent"
"6014" "joint" "mortgage"
"6015" "indiv" "mortgage"
"6016" "indiv" "mortgage"
"6017" "indiv" "mortgage"
"6018" "indiv" "mortgage"
"6019" "indiv" "mortgage"
"6020" "indiv" "mortgage"
"6021" "indiv" "mortgage"
"6022" "indiv" "mortgage"
"6023" "indiv" "rent"
"6024" "indiv" "mortgage"
"6025" "indiv" "mortgage"
"6026" "indiv" "rent"
"6027" "joint" "mortgage"
"6028" "indiv" "mortgage"
"6029" "joint" "rent"
"6030" "indiv" "mortgage"
"6031" "indiv" "rent"
"6032" "indiv" "rent"
"6033" "indiv" "own"
"6034" "indiv" "mortgage"
"6035" "indiv" "rent"
"6036" "indiv" "rent"
"6037" "indiv" "rent"
"6038" "indiv" "mortgage"
"6039" "indiv" "rent"
"6040" "indiv" "rent"
"6041" "indiv" "mortgage"
"6042" "indiv" "mortgage"
"6043" "indiv" "rent"
"6044" "joint" "mortgage"
"6045" "indiv" "own"
"6046" "indiv" "mortgage"
"6047" "indiv" "mortgage"
"6048" "indiv" "rent"
"6049" "indiv" "rent"
"6050" "indiv" "own"
"6051" "indiv" "own"
"6052" "indiv" "mortgage"
"6053" "indiv" "own"
"6054" "indiv" "mortgage"
"6055" "indiv" "own"
"6056" "indiv" "mortgage"
"6057" "indiv" "mortgage"
"6058" "indiv" "mortgage"
"6059" "indiv" "mortgage"
"6060" "indiv" "rent"
"6061" "indiv" "rent"
"6062" "indiv" "mortgage"
"6063" "joint" "mortgage"
"6064" "indiv" "rent"
"6065" "indiv" "rent"
"6066" "indiv" "mortgage"
"6067" "indiv" "rent"
"6068" "indiv" "rent"
"6069" "indiv" "mortgage"
"6070" "indiv" "rent"
"6071" "indiv" "rent"
"6072" "indiv" "rent"
"6073" "indiv" "mortgage"
"6074" "indiv" "rent"
"6075" "indiv" "rent"
"6076" "indiv" "rent"
"6077" "joint" "mortgage"
"6078" "indiv" "rent"
"6079" "indiv" "rent"
"6080" "indiv" "mortgage"
"6081" "indiv" "rent"
"6082" "indiv" "rent"
"6083" "indiv" "mortgage"
"6084" "indiv" "mortgage"
"6085" "indiv" "mortgage"
"6086" "indiv" "mortgage"
"6087" "indiv" "own"
"6088" "joint" "mortgage"
"6089" "indiv" "mortgage"
"6090" "indiv" "mortgage"
"6091" "indiv" "mortgage"
"6092" "indiv" "mortgage"
"6093" "indiv" "mortgage"
"6094" "indiv" "rent"
"6095" "indiv" "mortgage"
"6096" "indiv" "mortgage"
"6097" "indiv" "mortgage"
"6098" "indiv" "rent"
"6099" "joint" "mortgage"
"6100" "joint" "rent"
"6101" "indiv" "mortgage"
"6102" "indiv" "rent"
"6103" "indiv" "rent"
"6104" "indiv" "rent"
"6105" "indiv" "rent"
"6106" "indiv" "rent"
"6107" "indiv" "mortgage"
"6108" "joint" "mortgage"
"6109" "indiv" "mortgage"
"6110" "indiv" "mortgage"
"6111" "indiv" "mortgage"
"6112" "indiv" "mortgage"
"6113" "indiv" "own"
"6114" "indiv" "own"
"6115" "indiv" "rent"
"6116" "indiv" "rent"
"6117" "indiv" "mortgage"
"6118" "indiv" "rent"
"6119" "indiv" "rent"
"6120" "joint" "mortgage"
"6121" "indiv" "own"
"6122" "indiv" "mortgage"
"6123" "indiv" "own"
"6124" "indiv" "rent"
"6125" "joint" "mortgage"
"6126" "indiv" "rent"
"6127" "joint" "mortgage"
"6128" "indiv" "mortgage"
"6129" "indiv" "rent"
"6130" "indiv" "mortgage"
"6131" "indiv" "mortgage"
"6132" "indiv" "own"
"6133" "indiv" "rent"
"6134" "indiv" "own"
"6135" "indiv" "mortgage"
"6136" "indiv" "mortgage"
"6137" "indiv" "mortgage"
"6138" "indiv" "mortgage"
"6139" "joint" "mortgage"
"6140" "indiv" "mortgage"
"6141" "indiv" "mortgage"
"6142" "indiv" "rent"
"6143" "indiv" "rent"
"6144" "indiv" "rent"
"6145" "indiv" "rent"
"6146" "indiv" "mortgage"
"6147" "indiv" "rent"
"6148" "indiv" "rent"
"6149" "indiv" "mortgage"
"6150" "indiv" "rent"
"6151" "indiv" "mortgage"
"6152" "joint" "mortgage"
"6153" "indiv" "rent"
"6154" "indiv" "own"
"6155" "indiv" "own"
"6156" "indiv" "own"
"6157" "indiv" "mortgage"
"6158" "indiv" "mortgage"
"6159" "indiv" "mortgage"
"6160" "indiv" "own"
"6161" "indiv" "rent"
"6162" "joint" "own"
"6163" "indiv" "rent"
"6164" "joint" "mortgage"
"6165" "indiv" "mortgage"
"6166" "indiv" "mortgage"
"6167" "indiv" "own"
"6168" "indiv" "mortgage"
"6169" "indiv" "mortgage"
"6170" "indiv" "mortgage"
"6171" "joint" "mortgage"
"6172" "indiv" "mortgage"
"6173" "indiv" "rent"
"6174" "indiv" "mortgage"
"6175" "joint" "mortgage"
"6176" "joint" "mortgage"
"6177" "indiv" "mortgage"
"6178" "indiv" "mortgage"
"6179" "indiv" "rent"
"6180" "indiv" "mortgage"
"6181" "indiv" "mortgage"
"6182" "indiv" "rent"
"6183" "indiv" "rent"
"6184" "indiv" "mortgage"
"6185" "indiv" "rent"
"6186" "indiv" "mortgage"
"6187" "indiv" "own"
"6188" "indiv" "rent"
"6189" "indiv" "rent"
"6190" "indiv" "mortgage"
"6191" "indiv" "rent"
"6192" "indiv" "mortgage"
"6193" "indiv" "rent"
"6194" "joint" "rent"
"6195" "indiv" "rent"
"6196" "indiv" "own"
"6197" "indiv" "rent"
"6198" "indiv" "mortgage"
"6199" "indiv" "rent"
"6200" "indiv" "own"
"6201" "indiv" "rent"
"6202" "indiv" "mortgage"
"6203" "indiv" "mortgage"
"6204" "indiv" "rent"
"6205" "joint" "mortgage"
"6206" "indiv" "mortgage"
